0.345000	0.070000	0.270000	0.115000	0.115000	7424197.847635	2916986.108107	2916986.108107	
0.340000	0.075000	0.270000	0.110000	0.110000	7237985.105610	2208589.298534	2208589.298534	
0.340000	0.070000	0.265000	0.110000	0.110000	7389904.749861	2355392.118986	2355392.118986	
0.340000	0.075000	0.270000	0.115000	0.115000	7283629.317722	2211000.872408	2211000.872408	
0.345000	0.070000	0.280000	0.110000	0.110000	6907049.462562	2225133.837094	2225133.837094	
0.350000	0.065000	0.280000	0.115000	0.115000	6829904.910520	1833624.756157	1833624.756157	
0.340000	0.070000	0.270000	0.110000	0.110000	7211156.416164	2058943.134876	2058943.134876	
0.345000	0.070000	0.275000	0.125000	0.125000	7123552.779276	2416822.474741	2416822.474741	
0.350000	0.070000	0.280000	0.120000	0.105000	6988162.017443	2259805.523544	2391604.182406	
0.345000	0.070000	0.275000	0.110000	0.110000	7199660.975940	2206453.960657	2206453.960657	
0.345000	0.070000	0.275000	0.130000	0.110000	7193123.106815	2128585.810547	2372071.937880	
0.355000	0.070000	0.285000	0.120000	0.120000	6946735.552423	2091004.744767	2091004.744767	
0.345000	0.070000	0.275000	0.120000	0.120000	7068674.086806	1828553.731994	1828553.731994	
0.350000	0.070000	0.270000	0.120000	0.120000	7290965.389930	2417989.719522	2417989.719522	
0.345000	0.080000	0.275000	0.125000	0.125000	6895890.278893	1617625.918170	1617625.918170	
0.350000	0.070000	0.285000	0.125000	0.110000	6966682.050875	1971556.649485	2101725.324134	
0.355000	0.065000	0.285000	0.115000	0.115000	7339305.226117	1836284.471890	1836284.471890	
0.345000	0.070000	0.270000	0.105000	0.105000	7334682.470776	2634200.319896	2634200.319896	
0.350000	0.075000	0.280000	0.120000	0.120000	7498993.192936	2326934.179850	2326934.179850	
0.350000	0.070000	0.275000	0.115000	0.115000	7341705.558242	2460473.943786	2460473.943786	
0.350000	0.075000	0.280000	0.110000	0.110000	7114265.027037	2016691.613528	2016691.613528	
0.340000	0.070000	0.270000	0.115000	0.110000	7624720.340885	2730733.820425	2773778.768943	
0.350000	0.070000	0.280000	0.120000	0.120000	7114096.008909	2155243.658978	2155243.658978	
0.355000	0.070000	0.290000	0.120000	0.120000	7135613.100452	2026518.698197	2026518.698197	
0.350000	0.065000	0.285000	0.115000	0.115000	7269628.673505	2176584.214835	2176584.214835	
0.350000	0.065000	0.270000	0.115000	0.115000	7280551.135575	1970805.747881	1970805.747881	
0.340000	0.080000	0.275000	0.105000	0.105000	6964991.927101	2271268.015386	2271268.015386	
0.285000	0.065000	0.235000	0.125000	0.125000	7236866.147945	2157953.261493	2157953.261493	
0.315000	0.050000	0.240000	0.105000	0.105000	7327761.937032	1883114.109463	1883114.109463	
0.340000	0.075000	0.265000	0.115000	0.115000	7416129.451450	2001245.691147	2001245.691147	
0.345000	0.075000	0.270000	0.125000	0.125000	7391064.753046	2022701.420582	2022701.420582	
0.335000	0.080000	0.270000	0.105000	0.105000	7695279.860570	2280758.057219	2280758.057219	
0.345000	0.075000	0.275000	0.120000	0.120000	7099401.288978	1942568.976550	1942568.976550	
0.340000	0.070000	0.270000	0.105000	0.105000	7619142.499663	2492005.070610	2492005.070610	
0.345000	0.070000	0.270000	0.125000	0.115000	7460435.996926	2509172.762839	2572545.650419	
0.345000	0.075000	0.275000	0.115000	0.115000	7132606.658470	2406261.257462	2406261.257462	
0.345000	0.070000	0.270000	0.110000	0.110000	7106104.668634	2121820.670176	2121820.670176	
0.340000	0.075000	0.260000	0.110000	0.110000	7363265.729175	1959906.100890	1959906.100890	
0.335000	0.080000	0.270000	0.110000	0.110000	7392968.471830	2313241.621520	2313241.621520	
0.355000	0.065000	0.285000	0.120000	0.115000	7258745.345711	2270258.804268	2298637.587364	
0.345000	0.070000	0.270000	0.115000	0.115000	6835014.485469	1623104.672906	1623104.672906	
0.340000	0.075000	0.265000	0.130000	0.115000	7433014.088206	1722699.061741	1864972.078770	
0.340000	0.080000	0.275000	0.110000	0.110000	6711449.197022	1757173.167377	1757173.167377	
0.340000	0.065000	0.270000	0.165000	0.160000	7064224.970563	953556.581697	963691.321437	
0.345000	0.070000	0.280000	0.120000	0.115000	6689388.359258	1470786.468818	1500670.321055	
0.345000	0.065000	0.270000	0.105000	0.100000	7068523.813215	1915152.121869	1943215.510939	
0.345000	0.075000	0.270000	0.110000	0.110000	6878975.364915	1773417.586307	1773417.586307	
0.350000	0.075000	0.275000	0.115000	0.115000	6589218.164549	1621409.560152	1621409.560152	
0.320000	0.075000	0.275000	0.105000	0.105000	6503484.128197	1442722.705152	1442722.705152	
0.260000	0.045000	0.180000	0.070000	0.050000	5528302.538633	1476236.059114	1925731.667694	
0.345000	0.080000	0.270000	0.115000	0.115000	7252186.866529	2255505.828073	2255505.828073	
0.345000	0.075000	0.270000	0.110000	0.110000	7181893.956114	2415133.495370	2415133.495370	
0.340000	0.075000	0.275000	0.110000	0.110000	6839035.120801	2111904.083987	2111904.083987	
0.350000	0.065000	0.275000	0.115000	0.115000	7025485.310992	2006822.921609	2006822.921609	
0.340000	0.075000	0.270000	0.105000	0.105000	7095721.517157	2622594.734137	2622594.734137	
0.350000	0.070000	0.280000	0.120000	0.110000	7052170.367775	2128489.737865	2204031.308684	
0.340000	0.070000	0.270000	0.105000	0.105000	7021132.492300	2055416.204516	2055416.204516	
0.340000	0.070000	0.270000	0.105000	0.105000	7365015.264701	2545718.944082	2545718.944082	
0.345000	0.070000	0.275000	0.115000	0.115000	7069545.182450	2147539.468256	2147539.468256	
0.345000	0.070000	0.275000	0.105000	0.105000	7052131.554646	2292251.277442	2292251.277442	
0.345000	0.070000	0.275000	0.110000	0.110000	7023762.429368	2273760.561857	2273760.561857	
0.340000	0.070000	0.270000	0.110000	0.100000	7354953.204164	2128705.180016	2199337.692744	
0.345000	0.070000	0.270000	0.115000	0.115000	7097320.016396	2093133.365303	2093133.365303	
0.345000	0.075000	0.275000	0.125000	0.125000	6961299.024731	1726285.859268	1726285.859268	
0.345000	0.070000	0.260000	0.115000	0.115000	7077377.728830	2070944.802798	2070944.802798	
0.340000	0.085000	0.265000	0.120000	0.110000	7338146.281716	2054337.057844	2125327.432799	
0.345000	0.075000	0.275000	0.115000	0.115000	6927767.349522	1864360.427083	1864360.427083	
0.345000	0.070000	0.280000	0.110000	0.110000	7094134.531608	2273401.163373	2273401.163373	
0.345000	0.065000	0.275000	0.115000	0.105000	7107338.176102	2131889.593337	2235907.087686	
0.345000	0.070000	0.270000	0.115000	0.110000	7067110.450669	1907165.480463	1935715.588176	
0.345000	0.075000	0.275000	0.110000	0.110000	6983892.254013	2031328.135614	2031328.135614	
0.350000	0.070000	0.275000	0.110000	0.110000	6749462.142815	2105434.516737	2105434.516737	
0.345000	0.075000	0.275000	0.110000	0.110000	6989210.867712	2112225.707474	2112225.707474	
0.340000	0.070000	0.270000	0.110000	0.110000	7449985.549654	2311771.791168	2311771.791168	
0.345000	0.070000	0.280000	0.115000	0.115000	7310989.791512	2496418.735410	2496418.735410	
0.350000	0.065000	0.280000	0.115000	0.115000	6987974.293838	2149108.204700	2149108.204700	
